Date	TheAllstateCorporation_ALL_	VanguardTotalBondMarketIndexFund_BND_	BitcoinUSDPrice_BTCUSD_	IntelCorporation_INTC_	CoffeeFutures_KC_F_	NextEraEnergy_Inc__NEE_	NVIDIACorporation_NVDA_	Silver_SI_F_	SyscoCorporation_SYY_	UnitedHealthGroupIncorporated_UNH_	WalmartInc__WMT_	ExxonMobilCorporation_XOM_
2016-01-25	57.7	81.31	391.4	29.6	116.45	26.61	0.7105	14.24	39.1	113.38	21.15	73.98
2016-01-26	58.18	81.43	391.54	29.94	116.7	26.64	0.7175	14.54	39.25	113.96	21.33	76.7
2016-01-27	58.41	81.43	394.79	29.81	118.2	26.68	0.709	14.44	39.31	112.33	21.32	75.29
2016-01-28	59.22	81.49	379.61	29.97	119.15	27.08	0.70125	14.22	39.5	111.38	21.41	76.99
2016-01-29	60.6	81.73	378.68	31.02	116.35	27.93	0.73225	14.23	39.81	115.16	22.12	77.85
2016-02-01	60.53	81.39	371.33	30.82	117.75	28.25	0.7325	14.33	43.15	115.89	22.5	76.29
2016-02-02	59.97	81.67	372.93	29.8	119.85	28.48	0.7015	14.28	42.79	113.88	22.29	74.59
2016-02-03	59.64	81.73	368.87	29.34	121.55	28.69	0.705	14.72	43.23	112.75	22.09	78.48
2016-02-04	62.05	81.79	387.99	29.77	123.2	28.38	0.70525	14.84	43.44	114.2	22.14	79.83
2016-02-05	63.37	81.71	384.5	29.04	120.4	28.4	0.66075	14.76	43.07	111.72	22.33	80.08
2016-02-08	63.33	82.06	371.14	28.82	115.75	28.54	0.6305	15.42	43.12	110.02	22.3	81.16
2016-02-09	63.01	82.05	372.68	28.81	114.75	28.84	0.63725	15.44	42.61	111.16	21.94	80.08
2016-02-10	62.98	82.22	378.44	28.23	114.75	28.44	0.63575	15.28	42.71	112.74	21.93	79.35
2016-02-11	62.32	82.27	378.23	28.22	113	27.98	0.6325	15.79	42.61	110.62	21.77	79.6
2016-02-12	63.91	82	382.05	28.64	115.55	27.92	0.64325	15.78	43.21	111.82	22.06	81.03
2016-02-16	64.57	81.88	407.42	28.78	114.9	28.09	0.67475	15.33	43.76	115.15	21.97	81.22
2016-02-17	65.02	81.86	415.2	29.47	114.55	27.86	0.6915	15.37	44.38	118.3	22.04	82
2016-02-18	64.3	82.14	421.19	29.42	114.15	28.58	0.751	15.43	44.52	117.45	21.37	82.45
2016-02-19	64	82.03	420.72	28.71	115.75	28.69	0.761	15.37	44.99	117.68	21.55	82.5
2016-02-22	64.44	82.05	437.55	29.35	119.85	28.93	0.788	15.18	42.79	121.27	21.88	82.39
2016-02-23	63.73	82.1	419.97	28.8	117.8	29.03	0.79	15.23	42.9	121.15	22.16	81.23
2016-02-24	63.95	82.16	423.94	29.19	115.05	29	0.7955	15.29	43.1	120.2	22.37	81.52
2016-02-25	64.41	82.28	423.54	29.62	114.65	28.96	0.79725	15.16	43.56	121.2	22.68	82.01
2016-02-26	64.32	82.2	430.85	29.8	113	28.13	0.792	14.69	43.26	121.33	22.17	81.75
2016-02-29	63.46	82.25	436.44	29.59	112.65	28.21	0.784	14.9	44.13	119.1	22.11	80.15
2016-03-01	64.81	81.81	433.08	30.37	112.5	28.15	0.81875	14.73	44.57	121.67	22.15	81.28
2016-03-02	65.41	81.76	420.39	30.54	113.35	28.09	0.8235	15	45.03	121.27	22.07	82.7
2016-03-03	65.31	81.8	418.8	30.58	115.6	27.91	0.81625	15.13	45	121.82	22.05	82.4
2016-03-04	65.38	81.76	407.35	30.63	118.8	28.57	0.81375	15.68	45.02	121.8	22.26	82.29
2016-03-07	65.03	81.74	412.21	30.94	118.65	28.61	0.8085	15.62	45.09	121.76	22.63	84.46
2016-03-08	64.58	82.01	411.18	30.56	120.2	28.86	0.79375	15.38	44.87	121.66	22.68	82.63
2016-03-09	64.53	81.87	412.8	30.87	120.85	29.07	0.79325	15.35	45.04	121.1	22.51	82.4
2016-03-10	64.26	81.83	415.98	31.25	120.6	28.92	0.792	15.55	45.1	122.09	22.47	82.18
2016-03-11	65.52	81.72	419.39	31.76	124.4	28.96	0.8055	15.61	45.84	125.1	22.39	82.19
2016-03-14	64.95	81.9	415.02	31.43	125.6	28.96	0.8075	15.52	45.8	125.22	22.45	82.41
2016-03-15	65.92	81.82	415.41	31.65	124.1	28.9	0.8035	15.26	45.87	124.85	22.7	82.82
2016-03-16	66.28	82.14	416.07	31.69	127.4	29.28	0.8275	15.21	46.04	124.9	22.66	82.87
2016-03-17	67.2	82.32	418.41	31.98	132	29.58	0.8205	16.02	46.11	124.53	22.48	84.1
2016-03-18	67.23	82.39	409.65	32.68	133.85	29.63	0.84525	15.81	46.63	126.72	22.32	84.2
2016-03-21	66.84	82.24	412	32.34	131.55	29.39	0.84775	15.84	46.35	126.74	22.66	83.62
2016-03-22	66.92	82.22	416.66	32.32	134.65	29.26	0.84625	15.88	46.34	128.02	22.62	84.12
2016-03-23	66.66	82.4	417.53	32	131.1	29.42	0.86075	15.26	46.35	129.79	22.49	83.75
2016-03-24	66.19	82.3	412.95	31.88	127.55	29.62	0.862	15.19	46.24	128.59	22.67	83.98
2016-03-28	66.82	82.34	423	31.9	128.55	29.4	0.87075	15.19	46.24	128.92	22.71	84.22
2016-03-29	67.16	82.68	416.39	32.38	127.45	29.75	0.88475	15.24	46.46	129.83	22.68	84.53
2016-03-30	67.72	82.65	412.79	32.71	127	29.63	0.894	15.21	46.63	129.68	22.93	84.52
2016-03-31	67.37	82.81	416.03	32.35	127.45	29.59	0.89075	15.46	46.73	128.9	22.83	83.59
2016-04-01	68.23	82.73	417.68	32.45	127.25	29.68	0.90375	15.04	47.08	129.92	23.02	82.96
2016-04-04	67.64	82.73	419.47	32	122.8	29.68	0.895	14.94	46.99	129.49	23.03	83.16
2016-04-05	66.7	82.88	422.36	31.9	120.9	29.09	0.89375	15.11	46.7	127.04	22.88	82.21
2016-04-06	67.03	82.84	421.46	32.08	121.5	29.18	0.895	15.05	46.98	128.03	23.01	83.31
2016-04-07	66.28	83.11	421.99	31.55	119.8	29.05	0.88575	15.16	46.76	126.87	22.74	82.37
2016-04-08	66.84	83.04	419.48	31.63	120.45	29.2	0.8915	15.38	46.94	125.68	22.69	83.21
2016-04-11	66.79	83.03	423.94	31.67	123.35	29.06	0.897	15.97	46.71	126.33	22.47	83.32
2016-04-12	67.21	82.9	427.8	31.86	124.6	29.26	0.896	16.22	46.95	126.8	22.93	84.35
2016-04-13	67.53	82.95	425.58	32.13	121.75	29.12	0.9185	16.32	47.1	127.76	23.05	84.83
2016-04-14	66.67	82.88	426.32	31.8	123.15	29.04	0.921	16.17	46.61	127.98	22.93	85.43
2016-04-15	66.6	83.07	430.93	31.46	122.95	29.36	0.92825	16.31	46.82	127.33	23.02	84.97
2016-04-18	67.3	83.04	430.97	31.65	124	29.44	0.92425	16.25	46.88	127.81	23.29	85.78
2016-04-19	67.53	83.09	437.06	31.6	125.85	29.53	0.90775	16.97	46.98	130.5	23.26	86.21
2016-04-20	66.92	82.86	442.96	32	127.15	28.88	0.91125	17.13	46.75	133.93	23.07	86.8
2016-04-21	65.45	82.76	452.25	31.97	123.55	28.23	0.91025	17.09	45.58	132.96	22.82	86.79
2016-04-22	65.74	82.73	448.41	31.64	122.75	28.61	0.90675	16.9	45.77	134.13	22.91	87.53
2016-04-25	65.61	82.63	466.17	31.39	123.1	28.62	0.91125	17	46.3	133.78	23.16	87.33
2016-04-26	65.87	82.51	470.59	31.4	125.25	28.88	0.912	17.11	46.3	134.24	23.1	87.63
2016-04-27	65.51	82.76	445.31	31.75	121.05	29.22	0.93275	17.29	46.41	132.8	23.14	88.46
2016-04-28	64.95	82.91	451.68	31.11	120.4	29.12	0.905	17.55	46.26	132.07	22.97	88.03
2016-04-29	65.05	82.97	458.82	30.28	120.85	29.4	0.88825	17.79	46.07	131.68	22.29	88.4
2016-05-02	65.36	82.66	446.42	30.61	119.1	29.52	0.9	17.66	48.61	132.1	22.53	89.13
2016-05-03	65.41	82.89	452.23	30.36	118.6	29.61	0.88925	17.47	48.51	132.46	22.33	88.11
2016-05-04	65.28	82.92	448.68	29.85	119.1	29.87	0.869	17.28	48.52	132.03	22.4	87.94
2016-05-05	67.87	83.07	449.98	29.9	120.9	29.71	0.87425	17.3	48.87	132.31	22.4	88.04
2016-05-06	67.1	83.03	462.31	30.04	123.45	29.62	0.88325	17.51	49.37	132.04	22.75	88.51
2016-05-09	67.21	83.09	464.16	29.8	125.15	29.72	0.882	17.07	49.72	132.67	22.98	88.57
2016-05-10	67.98	83.09	452.78	30.14	126.9	29.9	0.899	17.08	50.17	133.57	22.93	89.99
2016-05-11	67.35	83.11	454.37	30.06	127.9	29.92	0.9015	17.3	50.22	130.69	22.14	88.81
2016-05-12	67.54	83.12	456.48	29.76	128.2	30.29	0.88925	17.09	50.18	129.74	22.28	89.67
2016-05-13	67.38	83.21	457.98	29.91	128.8	30.19	1.02	17.11	50.15	129	21.65	88.66
2016-05-16	67.55	83.03	455.66	30.39	132.7	30.37	1.05	17.14	50.21	130.64	22.01	89.57
2016-05-17	67.1	82.97	454.19	29.98	131.85	29.95	1.06	17.24	49.3	129.56	21.7	89.53
2016-05-18	67.36	82.58	455.56	29.99	129.3	29.51	1.08	17.12	48.7	130.51	21.05	89.35
2016-05-19	66.84	82.67	438.38	29.63	123.95	29.6	1.09	16.48	49.07	130	23.07	90.11
2016-05-20	67.15	82.67	445.65	30.15	124.7	29.83	1.11	16.52	48.55	130.94	23.29	89.74
2016-05-23	66.88	82.69	445.67	30.23	122.15	29.5	1.11	16.41	48.39	130.42	23.17	89.6
2016-05-24	67.44	82.65	446.99	31.06	121.8	29.97	1.13	16.24	48.71	132.59	23.41	89.67
2016-05-25	67.28	82.62	451.49	31.39	121.4	29.78	1.13	16.25	48.59	133.42	23.49	90.26
2016-05-26	67.51	82.76	454.97	31.49	121.5	29.96	1.14	16.34	48.84	132.98	23.62	89.8
2016-05-27	67.68	82.73	471.27	31.57	121.3	29.96	1.15	16.25	48.66	134	23.58	90.01
2016-05-31	67.51	82.8	531.34	31.59	121.55	30.03	1.17	15.97	48.11	133.67	23.59	89.02
2016-06-01	67.44	82.66	534.84	31.66	121.9	30.04	1.17	15.91	48.81	134.53	23.5	89.24
2016-06-02	67.44	82.82	537.87	31.76	123	29.95	1.18	16	48.76	136.04	23.65	88.53
2016-06-03	67.43	83.34	571.25	31.62	127.1	30.45	1.16	16.35	48.9	136.84	23.62	88.37
2016-06-06	67.62	83.21	586.77	31.68	131.7	30.44	1.16	16.43	48.78	138.15	23.68	89.34
2016-06-07	67.43	83.22	579.71	31.88	132.2	30.28	1.16	16.38	48.68	136.94	23.68	90.71
2016-06-08	67.68	83.32	583.21	31.89	139.65	30.73	1.15	16.97	48.68	140.4	23.76	90.79
2016-06-09	67.79	83.4	577.46	31.94	133.95	31	1.18	17.25	49	140.68	23.7	90.67
2016-06-10	67.46	83.48	580.31	32.04	136.95	30.96	1.16	17.32	48.78	139.24	23.71	89.98
2016-06-13	66.88	83.5	706.01	32.17	137.3	30.9	1.17	17.43	48.43	138.09	23.51	90.59
2016-06-14	66.69	83.49	684.95	32.14	135.1	31.25	1.17	17.41	48.47	137.87	23.65	90.43
2016-06-15	65.87	83.68	698.78	31.61	138.2	30.96	1.18	17.49	48.66	137.26	23.71	90.16
2016-06-16	66.47	83.77	769.76	31.69	139.5	31.21	1.19	17.59	49.76	138.66	23.77	91.22
2016-06-17	66.42	83.65	752.26	31.76	140.75	31.28	1.17	17.4	49.8	137.69	23.65	90.72
2016-06-20	66.57	83.46	703.12	32.17	139.5	31.06	1.19	17.5	49.95	138.52	23.7	91.12
2016-06-21	66.8	83.35	667.66	32.32	138.5	31.07	1.18	17.31	50.07	138.19	23.82	91.53
2016-06-22	67.02	83.38	604.5	32.29	136.95	30.91	1.18	17.31	49.97	137.9	23.92	91.17
2016-06-23	67.86	83.23	631.1	32.99	139.25	30.95	1.21	17.35	50.29	139.19	24.03	91.8
2016-06-24	66.26	83.69	669.98	31.55	134.35	30.95	1.14	17.78	49.92	137.29	23.99	89.39
2016-06-27	66.06	84.12	657.87	30.72	134.5	31.97	1.13	17.74	49.71	137.11	23.83	88.86
2016-06-28	67.73	84.22	648.43	31.19	138.9	32.12	1.15	17.84	49.51	138.71	23.84	90.91
2016-06-29	68.47	84.19	639.42	31.93	142.85	31.94	1.17	18.36	50.22	140.52	24.15	92.46
2016-06-30	69.95	84.3	673.49	32.8	144.1	32.6	1.18	18.58	50.74	141.2	24.34	93.74
2016-07-01	69.56	84.37	678.19	32.75	144.85	32.43	1.17	19.54	50.73	140.86	24.27	93.84
2016-07-05	69.31	84.66	669.87	32.68	144.2	32.72	1.18	19.87	51.2	141.56	24.38	93.02
2016-07-06	69.46	84.81	678.79	32.97	141.95	32.72	1.19	20.16	51.27	142.38	24.61	94.09
2016-07-07	68.94	84.67	641.97	33.2	140.45	32.08	1.22	19.8	51.19	140.8	24.51	92.96
2016-07-08	69.66	84.89	667.33	34	142.75	32.48	1.27	20.06	51.59	141.27	24.61	93.54
2016-07-11	69.94	84.64	650.97	34.38	147.95	32.42	1.3	20.26	51.64	140.32	24.69	93.89
2016-07-12	69.6	84.3	666.56	34.94	145.95	31.83	1.32	20.13	51.08	139.86	24.42	94.95
2016-07-13	69.28	84.45	655.34	35.01	146.2	32.04	1.32	20.37	52.03	141.48	24.54	94.88
2016-07-14	69.31	84.32	661.65	35.2	150.3	31.81	1.33	20.28	51.97	140.84	24.57	94.95
2016-07-15	69.49	84.05	667.48	35.07	145.7	31.9	1.32	20.13	52.02	141.33	24.56	95.12
2016-07-18	69.35	84.08	675.5	35.05	147.8	32.06	1.32	20.04	51.96	140.75	24.61	94.82
2016-07-19	69.12	84.21	673.98	35.15	144.65	32.02	1.34	19.98	52.15	142.59	24.55	94.47
2016-07-20	69.1	84.12	666.92	35.69	147	31.8	1.36	19.58	51.81	143.02	24.6	93.93
2016-07-21	68.89	84.22	667.28	34.27	146.85	32.07	1.33	19.78	51.74	142.87	24.51	93.85
2016-07-22	69.2	84.23	654.67	34.66	141.9	32.45	1.37	19.66	52.09	143.69	24.52	94.01
2016-07-25	69.22	84.18	657.79	34.69	141.1	32.37	1.39	19.61	52.13	141.73	24.58	92.2
2016-07-26	69.04	84.17	654.06	35.09	141.6	32.11	1.42	19.66	51.96	141.7	24.58	91.53
2016-07-27	68.86	84.42	657.35	34.83	141.2	31.79	1.4	19.97	51.58	141.68	24.44	90.91
2016-07-28	69.17	84.37	657.4	34.77	142.15	31.86	1.4	20.16	51.83	142.76	24.41	90.2
2016-07-29	68.33	84.64	657	34.86	146.2	32.07	1.43	20.31	51.79	143.2	24.32	88.95
2016-08-01	68.39	84.21	605.2	34.85	143.45	32.13	1.42	20.47	51.92	143.51	24.59	85.86
2016-08-02	68.11	84.13	537.47	34.56	141.25	31.91	1.4	20.67	51.94	143.17	24.38	87.04
2016-08-03	68.63	84.13	573.36	34.25	140.4	32.02	1.4	20.44	51.33	142.88	24.31	87.49
2016-08-04	68.62	84.28	587.5	34.58	142.1	31.86	1.43	20.41	51.5	142.71	24.43	87.48
2016-08-05	68.84	84	583	34.98	142.5	31.5	1.46	19.78	51.25	142.99	24.59	87.56
2016-08-08	69.17	84.01	591.48	35.04	141.1	31.5	1.47	19.77	51.21	142.13	24.45	88.59
2016-08-09	69.37	84.25	586.45	34.92	141.1	31.52	1.47	19.81	51.82	141.82	24.51	88.7
2016-08-10	69.42	84.36	594.94	34.53	138.65	31.59	1.46	20.13	51.82	142.19	24.65	86.41
2016-08-11	69.11	84.14	587.91	34.68	137.7	31.76	1.49	19.98	51.76	142.63	24.6	86.72
2016-08-12	69.13	84.33	587.74	34.57	136.85	31.7	1.58	19.67	52.21	142.88	24.63	87.85
2016-08-15	69.39	84.19	567.79	34.91	136.95	31.33	1.57	19.82	52.18	141.62	24.44	87.81
2016-08-16	68.95	84.15	579.02	35.21	137.4	31	1.57	19.85	52.09	141.08	24.3	87.92
2016-08-17	69.12	84.28	574.45	35.02	135.05	31.45	1.53	19.63	52.24	141.71	24.31	88.11
2016-08-18	69.44	84.37	574.09	34.97	138.15	31.74	1.55	19.72	52.46	142.17	24.77	88.91
2016-08-19	69.17	84.2	573.67	35.24	138.8	31.27	1.56	19.3	52.48	142.04	24.27	87.8
2016-08-22	68.87	84.32	585.2	35.36	144.1	31.26	1.56	18.84	52.92	142.09	24.23	87.99
2016-08-23	68.36	84.36	582.39	35.4	145.3	31.07	1.57	18.91	52.77	142.01	23.99	87.72
2016-08-24	68.26	84.35	578.47	35.15	142.15	31.04	1.55	18.55	52.42	139.87	24.08	88.02
2016-08-25	68.54	84.26	575.58	35.09	143.5	31.13	1.54	18.48	52.46	137.3	23.74	87.46
2016-08-26	68.32	84.05	579.29	35.26	143.9	30.41	1.55	18.65	52.12	136.62	23.71	87.27
2016-08-29	68.74	84.34	573.21	35.55	144	30.59	1.55	18.76	52.42	137.27	23.8	87.84
2016-08-30	69.17	84.27	574.95	35.7	144.75	30.31	1.54	18.58	51.93	136.87	23.77	87.52
2016-08-31	68.96	84.21	572.89	35.89	145.9	30.24	1.53	18.62	51.86	136.05	23.81	87.14
2016-09-01	68.66	84.16	573.02	36.02	150.1	30.25	1.58	18.86	52.06	135.74	24.28	86.84
2016-09-02	68.95	84.04	576.21	36.08	150.1	30.78	1.56	19.28	53.24	136.61	24.17	87.42
2016-09-06	69.31	84.29	612.99	36.57	152.45	31.32	1.58	20.05	53.46	135.97	24.33	88.57
2016-09-07	69.44	84.3	615.21	36.46	153.85	31.27	1.55	19.76	53.09	134.99	24.02	88.24
2016-09-08	69.22	83.98	627.97	36.44	153.7	31.35	1.57	19.59	52.61	135.44	23.94	89.05
2016-09-09	67.96	83.61	622.07	35.44	149.95	30.22	1.49	19.28	49.8	133.62	23.43	86.84
2016-09-12	68.48	83.64	606.74	36.08	149.7	30.82	1.52	18.92	50.36	135.53	23.98	87.29
2016-09-13	67.92	83.4	608.63	35.61	147.35	30.39	1.5	18.89	49.53	133.95	23.82	85.21
2016-09-14	67.39	83.51	608.43	35.62	147.8	30.53	1.51	18.98	49.62	133.69	23.84	84.6
2016-09-15	67.82	83.58	605.44	36.56	147.6	30.68	1.57	18.96	49.58	135.61	24.13	85.08
2016-09-16	67.41	83.65	607.93	37.67	147.1	30.83	1.57	18.78	49.38	138.47	24.29	84.03
2016-09-19	67.46	83.59	608.6	37.16	151.5	31.19	1.59	19.21	49.25	137.68	24.03	83.83
2016-09-20	67.87	83.61	605.6	37.14	155.5	31.27	1.58	19.19	49.11	137.47	23.99	82.54
2016-09-21	68.66	83.85	597	37.45	156.55	31.96	1.62	19.69	49.69	139.91	24.06	83.3
2016-09-22	68.94	84.02	596.21	37.55	155.25	32.01	1.63	20.02	50.02	141.04	24.09	83.54
2016-09-23	68.49	84	602.96	37.19	151.4	31.69	1.62	19.73	49.55	140.51	24.12	83.45
2016-09-26	68.39	84.14	607.08	36.65	153.55	31.56	1.61	19.52	48.88	139.72	23.87	83.06
2016-09-27	68.98	84.24	605.71	37.18	153.7	31.7	1.66	19.09	49.24	140.79	24.11	83.24
2016-09-28	69.1	84.24	605.04	37.44	153.1	31.62	1.67	19.04	49.44	140.41	23.93	86.9
2016-09-29	68.64	84.25	605.99	37.32	150.15	30.93	1.69	19.11	49.03	138.32	23.58	86.46
2016-09-30	69.18	84.14	608.99	37.75	151.55	30.58	1.71	19.14	49.01	140	24.04	87.28
2016-10-03	68.4	83.89	612.99	37.66	147.55	30.28	1.71	18.8	48.92	138.49	24	87.05
2016-10-04	67.84	83.61	610.34	37.54	147.45	29.73	1.71	17.71	48.11	138.16	23.92	86.25
2016-10-05	67.81	83.47	613.16	37.99	148.2	29.64	1.71	17.63	47.77	137.6	23.89	87
2016-10-06	67.77	83.44	611.88	38.07	146.4	29.51	1.68	17.29	48.28	136.47	23.12	87.04
2016-10-07	68.43	83.51	617.98	38.1	147	30.44	1.67	17.32	48.07	136.66	22.9	86.74
2016-10-10	68.49	83.42	618.72	38.02	150.8	30.7	1.68	17.4	48.21	138.08	22.66	88.44
2016-10-11	68.2	83.29	642.12	37.27	150.8	30.29	1.65	17.46	48.01	134.75	22.46	87.74
2016-10-12	69.04	83.34	635.79	37.13	152.1	30.75	1.66	17.45	48.61	135.1	22.49	87.13
2016-10-13	69.09	83.44	635.66	36.97	152.7	31.16	1.63	17.41	48.86	134.19	22.74	86.56
2016-10-14	69.33	83.27	638.03	37.45	155.4	31.01	1.65	17.39	48.32	133.92	22.82	86.54
2016-10-17	69.34	83.45	639.56	37.29	157.1	31.02	1.64	17.43	48.26	134.13	22.74	86.54
2016-10-18	69.29	83.56	635.11	37.75	158.75	31.28	1.67	17.59	48.27	143.39	22.96	86.77
2016-10-19	69.43	83.62	629.79	35.51	157.85	31.15	1.66	17.62	47.93	144.37	22.96	87.17
2016-10-20	68.23	83.57	628.05	35.43	155.9	31.03	1.69	17.5	47.59	145.07	22.91	87.21
2016-10-21	67.55	83.64	630.83	35.15	156.1	30.93	1.69	17.45	47.49	145.37	22.78	86.62
2016-10-24	67.72	83.52	649.98	35.26	157.9	31.1	1.77	17.56	47.74	144.69	23.06	86.91
2016-10-25	67.61	83.52	654.3	35.1	164.5	31.38	1.8	17.74	47.44	143.78	23.12	86.72
2016-10-26	67.94	83.37	674	34.92	163.7	31.55	1.8	17.58	47.26	142.23	23.2	87.09
2016-10-27	67.59	83.14	691.21	34.81	164.8	31.28	1.77	17.6	47.45	141.94	23.28	86.92
2016-10-28	67.53	83.1	689.95	34.74	165.5	31.43	1.76	17.76	47.99	140.35	23.33	84.78
2016-10-31	67.9	83.19	696.9	34.87	164.15	32	1.78	17.76	48.12	141.33	23.34	83.32
2016-11-01	67.21	83	730.7	34.52	161.45	31.47	1.73	18.39	48.08	139.43	23.1	83.65
2016-11-02	67.34	83.08	744.6	34.6	162.9	30.92	1.72	18.66	47.77	138.98	23.15	83.45
2016-11-03	68.09	83.03	690	33.93	165.65	30.96	1.7	18.38	47.85	137.83	23.21	83.66
2016-11-04	66.72	83.18	706.32	33.61	171.35	30.8	1.69	18.34	48.04	137.71	23.05	83.57
2016-11-07	66.86	83.07	706.42	34.69	174.35	31.17	1.78	18.12	52.76	141.93	23.26	85.45
2016-11-08	67.58	82.92	711.15	34.74	167.5	31.29	1.78	18.33	54.19	142.9	23.26	85.31
2016-11-09	68.17	82.1	720.97	34.75	170.1	29.37	1.75	18.36	54.16	141.9	23.7	86.25
2016-11-10	69.45	81.75	712.91	34.5	161.85	28.77	1.69	18.72	53.22	146.13	23.8	87.05
2016-11-11	69.64	81.6	716.9	34.61	161.7	28.39	2.2	17.9	53.13	146.42	23.74	85.67
2016-11-14	70.69	81.29	708.32	34.48	161.8	28.61	2.09	16.88	53.49	152.28	23.5	85.28
2016-11-15	71.3	81.4	712.29	34.91	161.8	28.76	2.15	17.03	53.5	152.23	23.81	86.82
2016-11-16	70.72	81.57	739.85	34.84	161.25	28.57	2.29	16.91	53.13	151.5	23.8	85.75
2016-11-17	71.78	81.24	730.71	35.02	159.3	28.7	2.31	16.76	53.36	150.77	23.06	85.23
2016-11-18	72.02	81.04	748.54	34.95	157.85	28.52	2.33	16.61	53.14	149.45	22.85	85.28
2016-11-21	72.18	81.03	736.4	34.98	158.65	28.59	2.32	16.51	53.73	150.41	23.12	86.49
2016-11-22	72.37	81.1	746.66	35.48	157.25	28.46	2.34	16.62	54.1	152.26	23.37	86.68
2016-11-23	72.4	80.89	741.52	35.2	NaN	28.36	2.35	16.38	53.56	153.54	23.61	86.92
2016-11-25	72.38	80.92	739.74	35.44	152.3	28.69	2.35	16.46	53.93	152.81	23.74	87.12
2016-11-28	72.04	81.11	729.77	35.51	153	29.08	2.35	16.58	53.71	152.11	23.73	86.47
2016-11-29	69.63	81.17	732.37	35.31	149.9	29.32	2.33	16.66	53.89	157.59	23.79	85.9
2016-11-30	69.92	80.89	742.69	34.7	147.5	28.56	2.31	16.41	53.25	158.32	23.48	87.3
2016-12-01	70.35	80.43	754	33.76	141.8	28.24	2.19	16.43	53.1	160.94	23.56	87.24
2016-12-02	70.61	80.72	769.25	34.16	141.2	28.6	2.21	16.75	53.59	160.73	23.63	87.04
2016-12-05	70.36	80.82	752	34.39	140.2	28.75	2.3	16.82	53.48	157.63	23.31	87.48
2016-12-06	70.95	80.81	759.8	34.72	137.95	28.69	2.33	16.74	53.95	157.32	23.45	87.56
2016-12-07	71.65	81	764.34	35.5	137.9	29.42	2.38	17.2	54.53	159.4	23.53	88.07
2016-12-08	71.67	80.84	767.89	35.7	137.6	29.22	2.34	17.02	54.33	159.32	23.45	88.32
2016-12-09	72.47	80.6	773.22	35.76	135.55	29.12	2.3	16.9	55.15	160.12	23.36	89
2016-12-12	72.82	80.51	778.94	35.97	138.05	29.36	2.24	17.12	55.02	159.49	23.89	90.98
2016-12-13	72.93	80.6	776.18	36.8	138.9	29.76	2.28	16.91	55.62	160.54	23.93	92.58
2016-12-14	72.61	80.19	777.66	36.55	140.25	29.01	2.41	17.15	55.51	159.86	23.78	90.58
2016-12-15	73.54	80.07	776.16	36.79	138.3	29.26	2.47	15.9	55.95	160.62	23.69	90.89
2016-12-16	74.11	80.14	780.98	36.31	138.2	29.73	2.51	16.15	56.36	163.94	23.66	91.18
2016-12-19	74.37	80.35	790.81	36.89	141.2	29.81	2.54	16.03	56.61	161.54	23.86	90.42
2016-12-20	74.48	80.36	798.99	37.21	143.85	29.83	2.63	16.05	56.47	161.59	23.94	90.43
2016-12-21	74.44	80.48	834.5	36.98	144.55	29.65	2.65	15.92	56.26	161.33	23.75	90.28
2016-12-22	74.48	80.22	856.02	36.93	139.1	29.73	2.68	15.81	56.25	161.58	23.2	90.87
2016-12-23	74.58	80.26	917.26	36.97	136.15	29.81	2.74	15.7	56.23	163.03	23.18	90.71
2016-12-27	74.51	80.2	925.2	37.07	134.2	29.81	2.93	15.93	56.17	162.64	23.23	90.75
2016-12-28	74.35	80.4	982.17	36.63	133.5	29.66	2.73	15.99	55.73	161.44	23.1	90.3
2016-12-29	74.28	80.62	970.72	36.66	135.45	30.05	2.79	16.16	55.92	161.04	23.09	90.35
2016-12-30	74.12	80.79	960.81	36.27	137.05	29.87	2.67	15.94	55.37	160.04	23.04	90.26
2017-01-03	74.17	80.8	1020.67	36.6	137.4	29.68	2.55	16.36	55	161.45	22.89	90.89
2017-01-04	74.37	80.86	1130.3	36.41	141.8	29.77	2.61	16.5	55.17	161.91	23.02	89.89
2017-01-05	74.03	81.27	1007	36.35	143.75	29.75	2.54	16.58	54.99	162.18	23.07	88.55
2017-01-06	74.15	80.95	895.71	36.48	142.85	29.66	2.58	16.47	55.38	162.41	22.75	88.5
2017-01-09	73.09	81.15	902.66	36.61	144.2	29.59	2.68	16.63	55.68	161.95	22.9	87.04
2017-01-10	73.75	81.13	907	36.54	147.7	29.65	2.66	16.8	55.33	161.58	22.74	85.93
2017-01-11	73.94	81.17	795.77	36.95	149	29.85	2.63	16.78	55.29	161.89	22.84	86.81
2017-01-12	73.68	81.19	812.25	36.71	149.6	29.88	2.59	16.78	54.9	162.36	22.66	86.34
2017-01-13	73.89	81.06	831.42	36.79	149.3	29.76	2.59	16.72	54.97	161.8	22.38	86.35
2017-01-17	73.85	81.31	906	36.8	149.9	30.06	2.53	17.1	54.88	160.66	22.81	87.36
2017-01-18	74.52	80.89	887.99	36.76	149.2	30.01	2.57	17.24	55.25	157.74	22.7	86.28
2017-01-19	74.22	80.75	902.92	36.57	150.75	29.82	2.63	16.97	53.62	158.7	22.54	84.73
2017-01-20	74.54	80.81	894.31	36.94	153.2	29.82	2.6	17	53.81	158.66	22.39	85.89
